"longitude","latitude","lastlatency","model_path","detection_confidence"
"4.2793423","50.888259","278.7999999523163","models\unrealsim.pt","0.5"
"4.2793436","50.8882578","214.29999995231628","models\unrealsim.pt","0.5"
"4.2794316","50.8883063","307.10000002384186","models\unrealsim.pt","0.5"
"4.2793517","50.8882602","269.10000002384186","models\unrealsim.pt","0.5"
"4.2793363","50.8882519","268.1999999284744","models\unrealsim.pt","0.5"
"","","287.5","models\unrealsim.pt","0.5"
"4.2793556","50.8882593","308.60000002384186","models\unrealsim.pt","0.5"
"4.2793447","50.8882774","340.0","models\unrealsim.pt","0.5"
"4.2793422","50.8882659","426.8000000715256","models\unrealsim.pt","0.5"
"4.2793513","50.8882588","303.0","models\unrealsim.pt","0.5"
"4.2793427","50.8882573","324.8000000715256","models\unrealsim.pt","0.5"
"4.2793369","50.8882578","344.0","models\unrealsim.pt","0.5"
"4.2793413","50.8882597","278.6999999284744","models\unrealsim.pt","0.5"
"4.2793458","50.8882609","209.29999995231628","models\unrealsim.pt","0.5"
"4.2793512","50.8882592","292.2000000476837","models\unrealsim.pt","0.5"
"4.2793518","50.8882589","254.5","models\unrealsim.pt","0.5"
"4.2793486","50.8882603","201.30000007152557","models\unrealsim.pt","0.5"
"4.2793443","50.8882585","228.89999997615814","models\unrealsim.pt","0.5"
"4.2793364","50.8882577","230.59999990463257","models\unrealsim.pt","0.5"
"4.2793444","50.8882549","324.90000009536743","models\unrealsim.pt","0.5"
"4.2793521","50.8882552","258.89999997615814","models\unrealsim.pt","0.5"
"4.279363","50.8882551","221.20000004768372","models\unrealsim.pt","0.5"
"4.2793603","50.8882552","274.3000000715256","models\unrealsim.pt","0.5"
"4.2793667","50.8882578","237.09999990463257","models\unrealsim.pt","0.5"
"4.2793606","50.8882569","254.09999990463257","models\unrealsim.pt","0.5"
"4.2793612","50.8882578","218.20000004768372","models\unrealsim.pt","0.5"
"4.2793519","50.8882537","350.7000000476837","models\unrealsim.pt","0.5"
"4.2793494","50.8882593","425.2999999523163","models\unrealsim.pt","0.5"
"4.2793543","50.8882537","234.29999995231628","models\unrealsim.pt","0.5"
"4.2793562","50.8882598","334.89999997615814","models\unrealsim.pt","0.5"
"4.2793456","50.8882472","232.89999997615814","models\unrealsim.pt","0.5"
"4.2793428","50.8882457","250.20000004768372","models\unrealsim.pt","0.5"
"4.2793353","50.8882498","217.5","models\unrealsim.pt","0.5"
"4.279336","50.8882531","282.7999999523163","models\unrealsim.pt","0.5"
"","","293.59999990463257","models\unrealsim.pt","0.5"
"4.2793774","50.8882618","296.1999999284744","models\unrealsim.pt","0.5"
"4.2793397","50.8882412","226.39999997615814","models\unrealsim.pt","0.5"
"4.2793462","50.8882453","246.59999990463257","models\unrealsim.pt","0.5"
"4.2793445","50.888246","243.0","models\unrealsim.pt","0.5"
"4.2793427","50.8882472","217.39999997615814","models\unrealsim.pt","0.5"
"4.2793589","50.8882533","289.10000002384186","models\unrealsim.pt","0.5"
"4.27936","50.8882544","240.39999997615814","models\unrealsim.pt","0.5"
"4.2793599","50.8882557","247.29999995231628","models\unrealsim.pt","0.5"
"4.2793571","50.8882589","202.39999997615814","models\unrealsim.pt","0.5"
"4.2793416","50.888264","266.0","models\unrealsim.pt","0.5"
"4.2793361","50.8882595","236.10000002384186","models\unrealsim.pt","0.5"
"4.2793449","50.8882567","223.69999992847443","models\unrealsim.pt","0.5"
"4.279359","50.8882531","364.0","models\unrealsim.pt","0.5"
"4.2793598","50.8882508","398.2000000476837","models\unrealsim.pt","0.5"
"4.2793433","50.8882536","292.0","models\unrealsim.pt","0.5"
"4.2793667","50.88826","325.2000000476837","models\unrealsim.pt","0.5"
